De	O
Zuid-afrikaanse	LOCATION
gedelegeerde	O
bij	O
de	O
Verenigde	ORGANIZATION
Naties	ORGANIZATION
,	O
Joosten	PERSON
,	O
heeftx	O
-	O
bekendgemaakt	O
,	O
dat	O
Zuid-Afrika	LOCATION
weg	O
zal	O
blijven	O
van	O
de	O
vergadering	O
van	O
de	O
beheerschapscommissie	O
,	O
wanneer	O
Michael	PERSON
Scott	PERSON
-	O
de	O
woordvoerder	O
van	O
de	O
inheemse	O
bevolking	O
in	O
Zuidw-West  LOCATION
Afrika  LOCATION
zal	O
z	O
^	O
\/	O
^	O
worden	O
gehoord	O
.	O
Joosten PERSON
verklaarde	O
,	O
dat	O
de	O
Zuidafrikaanse	LOCATION
regering	O
het	O
een	O
''	O
onhoudbare	O
opvatting	O
''	O
acht	O
,	O
dat	O
aan	O
vertegenwoordigers	O
van	O
inheemse	O
bevolkingen	O
wordt	O
toegestaan	O
verklaringen	O
af	O
te	O
leggen	O
over	O
de	O
toestand	O
in	O
Zuid-west-afrika	LOCATION
.	O
De	O
Partai	O
Nasionalis	O
volgde	O
op	O
flinke	O
afstand	O
met	O
ruim	O
honderd	O
\/	O
''	O
\/	O
duizend	O
stemmen\/en	O
de	O
communisten	O
kwamen	O
met	O
78	O
duizend	O
op	O
de	O
\/	O
\/	O
derde	O
plaats\/De	O
cijfers	O
,	O
die	O
tot	O
nu	O
toe	O
bekend	O
zijn	O
,	O
komen	O
uit	O
Djakarta\/Djogja	LOCATION
en	O
Palembang\/In	LOCATION
Djakarta	LOCATION
zijn	O
ruim	O
de	O
helft	O
van	O
de	O
1325	O
stembureaux	O
afgewerkt\/Op	O
de	O
Masjoemi	O
werden	O
daar	O
opgenomen	O
.	O

